cluster_0,15,5,4
cluster_7,15,6,5
cluster_0,10,2,1
cluster_0,9,2,0
cluster_0,9,1,0
cluster_0,9,1,0
cluster_0,11,2,1
cluster_0,11,0,0
cluster_0,11,0,0
cluster_0,11,0,0
cluster_0,11,1,0
cluster_0,12,3,2
cluster_0,14,5,4
cluster_4,15,11,10
cluster_0,11,2,1
cluster_7,15,6,5
cluster_0,10,0,0
cluster_0,11,1,0
cluster_0,12,1,0
cluster_0,12,0,0
cluster_0,11,0,0
cluster_0,12,1,0
cluster_0,12,1,1
cluster_0,9,0,0
cluster_0,11,1,0
cluster_0,13,3,2
cluster_0,11,0,0
cluster_0,15,4,4
cluster_0,13,0,1
cluster_0,13,0,0
cluster_0,13,0,0
cluster_0,14,1,1
cluster_0,12,0,0
cluster_0,11,0,0
cluster_0,11,0,0
cluster_0,12,1,0
cluster_0,13,1,1
cluster_0,11,0,0
cluster_0,13,0,0
cluster_0,13,0,1
cluster_0,13,0,0
cluster_0,14,0,1
cluster_0,12,0,0
cluster_0,11,0,0
cluster_0,11,0,0
cluster_0,10,0,0
cluster_0,15,4,4
cluster_0,14,1,1
cluster_0,13,0,1
cluster_0,13,0,1
cluster_0,13,0,0
cluster_0,12,0,0
cluster_0,11,0,0
cluster_0,14,4,3
cluster_0,11,0,0
cluster_0,10,0,0
cluster_0,12,1,1
cluster_0,11,0,0
cluster_0,12,0,1
cluster_0,12,0,0
cluster_0,10,0,0
cluster_0,11,0,0
cluster_0,12,2,1
cluster_0,10,1,0
cluster_7,15,9,8
cluster_0,11,2,1
cluster_0,10,1,0
cluster_0,11,1,1
cluster_0,10,0,0
cluster_0,10,1,1
cluster_0,12,0,0
cluster_0,13,1,1
cluster_0,11,1,0
cluster_0,10,1,0
cluster_6,14,6,4
cluster_0,10,1,0
cluster_0,10,1,1
cluster_0,9,0,0
cluster_0,12,2,3
cluster_0,14,4,5
cluster_0,15,0,0
cluster_0,14,0,0
cluster_0,12,0,0
cluster_0,12,0,0
cluster_0,12,1,1
cluster_0,11,0,0
cluster_0,11,0,0
cluster_0,12,0,1
cluster_0,12,1,2
cluster_0,15,5,6
cluster_0,15,0,0
cluster_0,15,0,0
cluster_0,13,0,0
cluster_0,12,0,0
cluster_0,12,0,0
cluster_0,12,0,0
cluster_0,11,0,0
cluster_0,12,0,1
cluster_0,11,0,0
cluster_0,13,0,2
cluster_0,12,0,1
cluster_0,11,0,0
cluster_0,13,0,1
cluster_0,13,0,1
cluster_0,13,0,0
cluster_0,13,0,1
cluster_0,10,0,0
cluster_0,11,0,0
cluster_0,8,0,0
cluster_0,9,1,0
cluster_0,12,1,1
cluster_0,11,0,0
cluster_0,13,1,2
cluster_0,11,0,0
cluster_0,12,0,0
cluster_0,13,0,1
cluster_0,14,2,2
cluster_0,11,0,0
cluster_0,12,2,1
cluster_7,15,8,7
cluster_0,10,2,2
cluster_0,9,0,0
cluster_4,15,9,9
cluster_0,10,0,0
cluster_0,13,1,1
cluster_0,12,0,0
cluster_0,12,0,0
cluster_0,12,0,0
cluster_0,11,0,0
cluster_0,13,1,1
cluster_0,8,2,1
cluster_0,9,2,2
cluster_0,7,0,0
cluster_0,11,2,2
cluster_0,10,0,0
cluster_0,11,0,0
cluster_0,13,2,2
cluster_0,12,0,0
cluster_0,12,0,0
cluster_0,11,0,0
cluster_0,8,1,1
cluster_0,9,2,2
cluster_0,10,2,2
cluster_7,15,7,7
cluster_0,12,2,2
cluster_0,11,0,0
cluster_0,10,0,0
cluster_0,11,0,0
cluster_0,12,2,1
cluster_0,11,1,0
cluster_4,15,11,11
cluster_0,7,0,0
cluster_0,11,2,2
cluster_0,9,0,0
cluster_0,12,1,1
cluster_0,14,3,3
cluster_7,15,7,7
cluster_0,12,1,1
cluster_0,12,1,1
cluster_0,11,0,0
cluster_0,11,1,1
cluster_0,11,0,0
cluster_7,15,7,7
cluster_0,11,0,0
cluster_0,13,0,0
cluster_0,14,1,1
cluster_0,11,0,0
cluster_0,14,1,1
cluster_0,12,0,0
cluster_0,13,0,0
cluster_0,12,1,1
cluster_0,11,0,0
cluster_0,11,0,0
cluster_0,13,0,1
cluster_0,13,0,0
cluster_0,12,0,0
cluster_4,15,9,9
cluster_0,12,0,0
cluster_0,14,1,1
cluster_0,13,0,0
cluster_0,10,1,0
cluster_0,11,1,1
cluster_0,10,0,0
cluster_0,11,0,0
cluster_0,11,0,0
cluster_0,12,0,0
cluster_0,12,0,0
cluster_0,12,0,0
cluster_0,13,1,1
cluster_0,13,2,1
cluster_0,10,1,1
cluster_7,15,6,6
cluster_0,11,2,1
cluster_0,11,0,0
cluster_0,11,0,0
cluster_0,12,1,1
cluster_0,12,0,0
cluster_0,11,0,0
cluster_0,11,0,0
cluster_0,11,0,0
cluster_0,12,0,2
cluster_0,11,0,2
cluster_0,12,3,4
cluster_0,12,5,5
cluster_0,9,1,1
cluster_0,11,2,3
cluster_0,11,0,1
cluster_0,12,0,1
cluster_0,13,0,1
cluster_0,13,0,1
cluster_0,13,0,1
cluster_0,12,0,1
cluster_0,10,1,2
cluster_0,9,1,1
